,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,ncells,significant_adj_new
866,0.09036800464548167_0.7182674431585703,IFNGR1g3,157.73725557075568,0.0,True,0.0,True,211.5115458206055,156.72224443650083,2364.6,5,True
867,0.09036800464548167_0.7182674431585703,IFNGR1g4,96.38061496021194,0.05,False,0.972416309563225,False,188.71717600909514,172.49014542402395,2109.0,5,False (lost)
868,0.09036800464548167_0.7182674431585703,IFNGR2g1,228.68858292016705,0.0,True,0.0,True,419.8121206356732,502.3720667172249,2129.2,5,True
869,0.09036800464548167_0.7182674431585703,IFNGR2g2,106.28236599369419,0.1,False,0.998382690730077,False,223.30646225956886,231.76696689148915,2034.4,5,False (lost)
870,0.09036800464548167_0.7182674431585703,IFNGR2g3,102.78388043122865,0.1,False,0.998382690730077,False,157.13506836366622,102.9226646621494,4311.4,5,False (lost)
871,0.09036800464548167_0.7182674431585703,IFNGR2g4,142.10729561832687,0.0,True,0.0,True,161.44574115526228,72.2205950582433,4064.4,5,True
872,0.09036800464548167_0.7182674431585703,IRF1g1,90.87978885559784,0.2,False,0.9999926924918133,False,183.80822704359664,168.17307359764112,2698.6,5,False (lost)
873,0.09036800464548167_0.7182674431585703,IRF1g2,89.22166461498719,0.25,False,0.9999995752587577,False,221.37584478533404,244.9664333217265,2563.6,5,False (lost)
874,0.09036800464548167_0.7182674431585703,IRF1g3,103.36761462068256,0.05,False,0.972416309563225,False,194.58863482014863,177.2460633856603,2867.8,5,False (lost)
875,0.09036800464548167_0.7182674431585703,IRF1g4,118.46730989629737,0.05,False,0.972416309563225,False,212.320497193998,197.61009285774423,2709.2,5,False (lost)
876,0.09036800464548167_0.7182674431585703,IRF7g1,133.51682820785493,0.25,False,0.9999995752587577,False,284.5487624174641,327.0171049931189,1817.4,5,False (lost)
877,0.09036800464548167_0.7182674431585703,IRF7g2,122.5283811129367,0.15,False,0.9998884525003418,False,239.3035430173443,247.51511328779753,2029.6,5,False
878,0.09036800464548167_0.7182674431585703,IRF7g3,132.07236539267265,0.0,True,0.0,True,231.40598526552156,222.17601350441598,1611.2,5,True (gained)
879,0.09036800464548167_0.7182674431585703,IRF7g4,65.9910795446082,0.5,False,0.9999999990686774,False,181.12739868951746,187.70012620047228,3110.2,5,False (lost)
880,0.09036800464548167_0.7182674431585703,JAK2g1,158.32993321589652,0.05,False,0.972416309563225,False,250.0939261331414,233.2943274164319,2523.2,5,False (lost)
881,0.09036800464548167_0.7182674431585703,JAK2g2,156.98485909840508,0.05,False,0.972416309563225,False,213.90544866293064,162.26244659350178,2732.0,5,False (lost)
882,0.09036800464548167_0.7182674431585703,JAK2g3,210.43958750531664,0.0,True,0.0,True,351.0631692238699,383.1231593084688,2274.8,5,True
883,0.09036800464548167_0.7182674431585703,JAK2g4,256.1930735509678,0.0,True,0.0,True,517.0621895570221,669.3677139291217,1764.4,5,True
884,0.09036800464548167_0.7182674431585703,MARCH8g1,115.28051098023934,0.25,False,0.9999995752587577,False,252.1339072094007,280.42371180460765,1791.4,5,False
885,0.09036800464548167_0.7182674431585703,MARCH8g2,67.39762009296243,0.6,False,0.9999999990686774,False,159.7880245175861,143.6148373082554,2879.0,5,False (lost)
886,0.09036800464548167_0.7182674431585703,MARCH8g3,109.63547253072994,0.15,False,0.9998884525003418,False,229.96045785802093,241.72185155135753,2598.6,5,False
887,0.09036800464548167_0.7182674431585703,MARCH8g4,73.92998119015107,0.25,False,0.9999995752587577,False,168.5297123754464,154.56585192678733,2610.6,5,False
888,0.09036800464548167_0.7182674431585703,NFKBIAg1,65.45211404304024,0.8,False,0.9999999990686774,False,215.63903056343122,257.2623554498678,2792.2,5,False
889,0.09036800464548167_0.7182674431585703,NFKBIAg2,100.11080657240788,0.1,False,0.998382690730077,False,163.1429105602532,117.61142291414413,2176.4,5,False (lost)
890,0.09036800464548167_0.7182674431585703,NFKBIAg3,120.32478864320672,0.35,False,0.9999999786475545,False,273.067380874785,317.246381472409,2327.4,5,False (lost)
891,0.09036800464548167_0.7182674431585703,PDCD1LG2g1,141.11451828274835,0.0,True,0.0,True,246.36983628504652,243.0615626533903,2961.8,5,True (gained)
892,0.09036800464548167_0.7182674431585703,PDCD1LG2g2,71.30152462658938,0.6,False,0.9999999990686774,False,198.42235716060821,216.97959806067266,2313.0,5,False
893,0.09036800464548167_0.7182674431585703,PDCD1LG2g3,90.78887112883865,0.2,False,0.9999926924918133,False,200.51067168268736,201.66888060258174,2393.8,5,False (lost)
894,0.09036800464548167_0.7182674431585703,PDCD1LG2g4,81.51315070536418,0.05,False,0.972416309563225,False,147.7378999936621,105.39905764800564,3018.0,5,False
895,0.09036800464548167_0.7182674431585703,POU2F2g1,81.01253641171905,0.7,False,0.9999999990686774,False,211.48949155235886,233.40285505904427,2282.4,5,False (lost)
896,0.09036800464548167_0.7182674431585703,POU2F2g2,69.18214445064237,0.7,False,0.9999999990686774,False,190.1758473014803,202.60595851836385,2114.0,5,False
897,0.09036800464548167_0.7182674431585703,POU2F2g3,169.36303488144824,1.0,False,1.0,False,485.1507555028904,692.3748844903781,1389.2,5,False (lost)
898,0.09036800464548167_0.7182674431585703,SMAD4g1,73.56884477667836,0.5,False,0.9999999990686774,False,181.8605658779141,181.58869534519533,2603.2,5,False (lost)
899,0.09036800464548167_0.7182674431585703,SMAD4g2,178.4627977621778,0.0,True,0.0,True,314.86739838085464,342.7084073655772,1842.4,5,True
900,0.09036800464548167_0.7182674431585703,SMAD4g3,116.88525322818094,0.25,False,0.9999995752587577,False,277.91933944931543,330.38983403649564,1816.2,5,False (lost)
901,0.09036800464548167_0.7182674431585703,SMAD4g4,62.8278609822832,0.75,False,0.9999999990686774,False,170.96684960054452,170.54224658485145,2125.4,5,False (lost)
902,0.09036800464548167_0.7182674431585703,STAT1g1,209.54695168111647,0.1,False,0.998382690730077,False,314.3662236499789,310.62190398488696,1784.6,5,False (lost)
903,0.09036800464548167_0.7182674431585703,STAT1g2,170.4260452832075,0.0,True,0.0,True,226.6300073401613,174.2703777631608,2620.2,5,True
904,0.09036800464548167_0.7182674431585703,STAT1g3,73.41151784925472,0.45,False,0.9999999950840658,False,180.34615191451653,178.71719434582394,2561.4,5,False (lost)
905,0.09036800464548167_0.7182674431585703,STAT2g1,145.7185889368527,0.45,False,0.9999999950840658,False,357.2623542563064,460.24252794180575,1380.4,5,False (lost)
906,0.09036800464548167_0.7182674431585703,STAT2g2,141.08881321739875,0.05,False,0.972416309563225,False,279.2313407003706,308.81027654938805,2198.4,5,False (lost)
907,0.09036800464548167_0.7182674431585703,STAT2g3,293.89026503133664,0.0,True,0.0,True,463.1889512942721,523.9240459232532,1056.8,5,True
908,0.09036800464548167_0.7182674431585703,STAT2g4,100.63388301045228,0.4,False,0.9999999786475545,False,226.67045449421624,244.14343434402582,2001.4,5,False (lost)
909,0.09036800464548167_0.7182674431585703,STAT3g1,94.29654183520682,0.35,False,0.9999999786475545,False,228.95396289323114,255.047792317301,2163.2,5,False
910,0.09036800464548167_0.7182674431585703,STAT3g2,58.44823386382208,0.55,False,0.9999999990686774,False,147.4775150576571,127.9432046175377,2885.4,5,False
911,0.09036800464548167_0.7182674431585703,STAT3g3,57.62981282146595,0.7,False,0.9999999990686774,False,165.9526321024274,165.71185974943447,2333.0,5,False (lost)
912,0.09036800464548167_0.7182674431585703,STAT3g4,88.31512806125664,0.05,False,0.972416309563225,False,159.56783347022372,122.25694724523633,2711.2,5,False (lost)
913,0.09036800464548167_0.7182674431585703,STAT5Ag1,121.09409695403502,0.3,False,0.9999998471329937,False,277.5169857150549,325.37628284212036,1693.8,5,False (lost)
914,0.09036800464548167_0.7182674431585703,STAT5Ag2,80.119288501422,0.1,False,0.998382690730077,False,160.68371106907082,132.68454200276526,2548.0,5,False
915,0.09036800464548167_0.7182674431585703,STAT5Ag3,106.01192437693197,0.8,False,0.9999999990686774,False,281.5519385664291,348.52836112197184,1991.0,5,False
916,0.09036800464548167_0.7182674431585703,STAT5Ag4,31.15820854553516,0.85,False,0.9999999990686774,False,120.2686647211983,100.81552926290708,3683.6,5,False
917,0.09036800464548167_0.7182674431585703,TNFRSF14g1,83.71459050218508,0.5,False,0.9999999990686774,False,197.84080069145125,203.40341924676315,2318.4,5,False
918,0.09036800464548167_0.7182674431585703,TNFRSF14g2,113.5731762349912,0.25,False,0.9999995752587577,False,259.5054273553965,296.8740868418474,1958.6,5,False
919,0.09036800464548167_0.7182674431585703,TNFRSF14g3,96.12459542334068,0.35,False,0.9999999786475545,False,217.63100716149967,230.57382726570427,2069.2,5,False
920,0.09036800464548167_0.7182674431585703,UBE2L6g1,69.5864916418625,0.55,False,0.9999999990686774,False,196.0701022739512,213.9901212720855,2624.8,5,False
921,0.09036800464548167_0.7182674431585703,UBE2L6g2,91.33509209932566,0.6,False,0.9999999990686774,False,238.82192433999677,277.7451649467135,2066.8,5,False
922,0.09036800464548167_0.7182674431585703,UBE2L6g4,122.08639882091023,0.6,False,0.9999999990686774,False,322.284644840888,413.9192992269114,1669.8,5,False
923,0.09036800464548167_0.7182674431585703,control,0.0,0.0,True,0.0,control,108.56359163395439,108.56359163395439,2966.0,5,control
924,0.09036800464548167_1.0,ATF2g1,19.223499171691117,0.75,False,0.9975968161708378,False,557.2603093702268,585.2503521207303,13457.14,5,False
925,0.09036800464548167_1.0,ATF2g2,44.399721196428516,0.0,True,0.0,True,609.1551328284721,663.8637770124836,11889.22,5,True
926,0.09036800464548167_1.0,ATF2g3,43.14806103676625,0.0,True,0.0,True,605.9961492344343,658.7974699840702,13706.98,5,True
927,0.09036800464548167_1.0,ATF2g4,24.25883600699484,0.2,False,0.9907766279631453,False,542.1022460068527,549.8988885586785,14940.92,5,False
928,0.09036800464548167_1.0,BRD4g1,200.7144646109295,0.0,True,0.0,True,611.7696749299309,512.7781178009003,11252.72,5,True
929,0.09036800464548167_1.0,BRD4g3,25.435984949146302,0.45,False,0.9975968161708378,False,590.7001507275311,645.9175490578838,15558.02,5,False
930,0.09036800464548167_1.0,BRD4g4,43.475657038971406,0.0,True,0.0,True,547.7214680391381,541.9205115912728,14652.46,5,True
931,0.09036800464548167_1.0,CAV1g1,18.33726839094453,0.4,False,0.9975968161708378,False,537.0759969720666,545.7679581051566,13521.58,5,False
932,0.09036800464548167_1.0,CAV1g2,23.48615820189724,0.35,False,0.9975968161708378,False,541.0855287034389,548.6381317569484,13992.28,5,False
933,0.09036800464548167_1.0,CAV1g3,27.66026192414853,0.35,False,0.9975968161708378,False,566.6564797907376,595.6059302092947,14070.58,5,False
934,0.09036800464548167_1.0,CAV1g4,24.661324403453534,0.3,False,0.995252438490057,False,552.4063803147417,570.1046687779977,13435.0,5,False
935,0.09036800464548167_1.0,CD86g1,33.80753072928934,0.0,True,0.0,True,561.7341972607613,579.6140963442012,15380.36,5,True
936,0.09036800464548167_1.0,CD86g2,39.6571460194877,0.0,True,0.0,True,562.9021581409839,576.1004028144481,14819.2,5,True
937,0.09036800464548167_1.0,CD86g3,30.14095850739926,0.15,False,0.9828021901477921,False,606.431358586249,672.6749912170666,13635.14,5,False
938,0.09036800464548167_1.0,CD86g4,38.18352113032023,0.0,True,0.0,True,571.5039873666003,594.7776861548483,16761.3,5,True
939,0.09036800464548167_1.0,CMTM6g1,29.100228819476058,0.15,False,0.9828021901477921,False,578.6587974583158,618.1705986491235,12429.04,5,False
940,0.09036800464548167_1.0,CMTM6g2,31.833494041140455,0.0,True,0.0,True,561.2298168810438,580.5793722729151,12494.5,5,True
941,0.09036800464548167_1.0,CMTM6g3,23.696947100367026,0.35,False,0.9975968161708378,False,556.7204551890966,579.697195829794,13223.0,5,False
942,0.09036800464548167_1.0,CUL3g1,50.10132546890742,0.0,True,0.0,True,623.9167743218665,687.6854557267934,12682.0,5,True
943,0.09036800464548167_1.0,CUL3g2,140.67231349557318,0.0,True,0.0,True,673.623783957395,696.5284869711846,13389.16,5,True
944,0.09036800464548167_1.0,ETV7g1,35.29354217189058,0.05,False,0.8339166160123925,False,531.0149802802451,516.6896509405676,13931.96,5,False
945,0.09036800464548167_1.0,ETV7g2,38.36097317154423,0.2,False,0.9907766279631453,False,599.1481310420598,649.8885214645434,11144.92,5,False
946,0.09036800464548167_1.0,ETV7g3,32.66062575450377,0.2,False,0.9907766279631453,False,576.0094504012133,609.3115075998907,10828.82,5,False
947,0.09036800464548167_1.0,ETV7g4,30.23275549338092,0.15,False,0.9828021901477921,False,584.0592012485006,627.8388795555882,15138.16,5,False
948,0.09036800464548167_1.0,IFNGR1g1,256.09043070085175,0.0,True,0.0,True,684.4625465781709,602.7878950074579,12396.68,5,True
949,0.09036800464548167_1.0,IFNGR1g2,201.4249899349124,0.0,True,0.0,True,685.821644020031,660.1715306571176,12204.72,5,True
950,0.09036800464548167_1.0,IFNGR1g3,261.36438578329336,0.0,True,0.0,True,668.1852856013434,564.9594179713613,12919.5,5,True
951,0.09036800464548167_1.0,IFNGR1g4,198.48824819055068,0.0,True,0.0,True,675.3473670298249,642.159718421067,13580.98,5,True
952,0.09036800464548167_1.0,IFNGR2g1,295.12108823495686,0.0,True,0.0,True,700.6632772137463,596.1586987445036,14389.12,5,True
953,0.09036800464548167_1.0,IFNGR2g2,166.66935809737384,0.0,True,0.0,True,648.5553381861241,620.3945508268423,13811.92,5,True
954,0.09036800464548167_1.0,IFNGR2g3,243.10218022460134,0.0,True,0.0,True,690.574097706064,627.9992477394945,14847.94,5,True
955,0.09036800464548167_1.0,IFNGR2g4,230.59303713628634,0.0,True,0.0,True,687.4514756863649,634.2631467884114,12576.06,5,True
956,0.09036800464548167_1.0,IRF1g1,51.60007082095166,0.0,True,0.0,True,575.1474092675336,588.6479802660834,15017.86,5,True
957,0.09036800464548167_1.0,IRF1g2,79.37701056415534,0.0,True,0.0,True,603.7592773641937,618.0947767162,12794.28,5,True
958,0.09036800464548167_1.0,IRF1g3,139.7969633510624,0.0,True,0.0,True,651.0840319542858,652.3243331094772,14546.34,5,True
959,0.09036800464548167_1.0,IRF1g4,198.01919825889905,0.0,True,0.0,True,656.0957692887671,604.125572870603,14202.6,5,True
960,0.09036800464548167_1.0,IRF7g1,42.837721569553366,0.0,True,0.0,True,586.8135193290509,620.7425496405164,12485.96,5,True
961,0.09036800464548167_1.0,IRF7g2,38.750155470680454,0.05,False,0.8339166160123925,False,580.297932928744,611.7989429387754,11391.28,5,False
962,0.09036800464548167_1.0,IRF7g3,36.16395513118897,0.05,False,0.8339166160123925,False,589.9913388985769,633.7719552179328,12804.56,5,False
963,0.09036800464548167_1.0,IRF7g4,71.00879554484521,0.0,True,0.0,True,588.394726012451,595.7338890320246,16174.16,5,True
964,0.09036800464548167_1.0,JAK2g1,282.52237878232705,0.0,True,0.0,True,680.0143105261446,567.4594748219301,14032.26,5,True
965,0.09036800464548167_1.0,JAK2g2,326.1451973757625,0.0,True,0.0,True,729.842915549394,623.4938662749934,14283.34,5,True
966,0.09036800464548167_1.0,JAK2g3,316.01226141530043,0.0,True,0.0,True,696.7885482649361,567.5180676665398,11974.32,5,True
967,0.09036800464548167_1.0,JAK2g4,336.1518580491907,0.0,True,0.0,True,709.0055184151421,571.8124113330614,13331.14,5,True
968,0.09036800464548167_1.0,MARCH8g1,22.096728970379615,0.4,False,0.9975968161708378,False,534.2060469524109,536.2685974864102,12504.5,5,False
969,0.09036800464548167_1.0,MARCH8g2,42.243871722931715,0.0,True,0.0,True,567.2338659630801,582.1770927551964,13083.46,5,True
970,0.09036800464548167_1.0,MARCH8g3,36.870518038676266,0.1,False,0.9528987130275376,False,577.3789584481649,607.8406314096214,13537.0,5,False
971,0.09036800464548167_1.0,MARCH8g4,35.79934990734165,0.1,False,0.9528987130275376,False,556.7414792446624,567.6368411339511,12901.92,5,False
972,0.09036800464548167_1.0,NFKBIAg1,21.93637079212857,0.35,False,0.9975968161708378,False,535.7390449260167,539.4949516118728,13698.32,5,False
973,0.09036800464548167_1.0,NFKBIAg2,38.327102804083836,0.0,True,0.0,True,569.4113270871683,590.4487839222206,12924.6,5,True
974,0.09036800464548167_1.0,NFKBIAg3,48.540618759862525,0.0,True,0.0,True,590.5271652527383,622.466944297582,14330.46,5,True
975,0.09036800464548167_1.0,PDCD1LG2g1,19.780193077286356,0.85,False,0.9975968161708378,False,597.6275145162508,665.4280685071832,13947.04,5,False
976,0.09036800464548167_1.0,PDCD1LG2g2,21.90857705847094,0.45,False,0.9975968161708378,False,542.020202207774,552.085059909045,13198.34,5,False
977,0.09036800464548167_1.0,PDCD1LG2g3,35.27913567446643,0.0,True,0.0,True,582.0987220631168,618.8715410037352,14034.78,5,True
978,0.09036800464548167_1.0,PDCD1LG2g4,25.02573843211843,0.35,False,0.9975968161708378,False,557.2815230246322,579.4905401691138,12726.06,5,False
979,0.09036800464548167_1.0,POU2F2g1,37.605400338166135,0.0,True,0.0,True,531.9596983211312,516.2672288560642,12340.14,5,True
980,0.09036800464548167_1.0,POU2F2g2,36.69224046356311,0.05,False,0.8339166160123925,False,584.3477149593251,621.956422007055,14354.52,5,False
981,0.09036800464548167_1.0,POU2F2g3,44.43546321069795,0.0,True,0.0,True,588.8348129648276,623.1873952709252,13351.48,5,True
982,0.09036800464548167_1.0,SMAD4g1,147.1775767376061,0.0,True,0.0,True,571.373495821229,485.52264745681975,12718.52,5,True
983,0.09036800464548167_1.0,SMAD4g2,195.29085890290725,0.0,True,0.0,True,643.5970341255711,581.8564419002029,12893.66,5,True
984,0.09036800464548167_1.0,SMAD4g3,147.67878169192267,0.0,True,0.0,True,586.0562245002061,514.3868998604574,12316.32,5,True
985,0.09036800464548167_1.0,SMAD4g4,89.71760980304231,0.0,True,0.0,True,565.4457465007798,531.1271157504852,12374.66,5,True
986,0.09036800464548167_1.0,STAT1g1,404.93104068288716,0.0,True,0.0,True,746.4851009669815,577.9923938030437,14538.58,5,True
987,0.09036800464548167_1.0,STAT1g2,499.04532253066355,0.0,True,0.0,True,805.1121823091742,601.1322746396527,15696.0,5,True
988,0.09036800464548167_1.0,STAT1g3,388.2222848477896,0.0,True,0.0,True,745.7733792582158,593.2777062206098,12933.82,5,True
989,0.09036800464548167_1.0,STAT2g1,58.614218444228015,0.0,True,0.0,True,561.933153835317,555.2053217783738,14029.98,5,True
990,0.09036800464548167_1.0,STAT2g2,59.0457350663948,0.0,True,0.0,True,593.961588031387,618.8306735483471,12968.82,5,True
991,0.09036800464548167_1.0,STAT2g3,53.4742291251535,0.0,True,0.0,True,561.0179051193638,558.5148136655421,13908.08,5,True
992,0.09036800464548167_1.0,STAT2g4,63.6128024147842,0.0,True,0.0,True,599.5180799204293,625.3765899780423,14227.8,5,True
993,0.09036800464548167_1.0,STAT3g1,26.578921780460234,0.2,False,0.9907766279631453,False,580.6117991161798,624.5979090038672,12905.88,5,False
994,0.09036800464548167_1.0,STAT3g2,34.35788663137345,0.05,False,0.8339166160123925,False,576.5857659452715,608.7668778111375,12211.84,5,False
995,0.09036800464548167_1.0,STAT3g3,45.33886728500323,0.0,True,0.0,True,577.6784322229355,599.9712297128357,12493.08,5,True
996,0.09036800464548167_1.0,STAT3g4,56.63688187396809,0.0,True,0.0,True,566.2895162232945,565.8953831245889,13444.92,5,True
997,0.09036800464548167_1.0,STAT5Ag1,43.529371093706175,0.0,True,0.0,True,558.5038115269994,563.4314845122605,12473.6,5,True
998,0.09036800464548167_1.0,STAT5Ag2,31.119937338245506,0.15,False,0.9828021901477921,False,574.3127542194002,607.4588036525228,14758.7,5,False
999,0.09036800464548167_1.0,STAT5Ag3,29.3025098056915,0.1,False,0.9528987130275376,False,579.0226820629109,618.6960868720982,14113.98,5,False
1000,0.09036800464548167_1.0,STAT5Ag4,28.620158102707876,0.45,False,0.9975968161708378,False,577.338490539612,616.0100555284841,14609.26,5,False
1001,0.09036800464548167_1.0,TNFRSF14g1,30.367285839508952,0.05,False,0.8339166160123925,False,554.9306570488036,569.4472608100662,13396.66,5,False
1002,0.09036800464548167_1.0,TNFRSF14g2,29.808781059248815,0.2,False,0.9907766279631453,False,577.6022365572278,615.3489246071747,13793.04,5,False
1003,0.09036800464548167_1.0,TNFRSF14g3,24.00602102234535,0.5,False,0.9975968161708378,False,554.793233275118,575.5336780798586,13156.9,5,False
1004,0.09036800464548167_1.0,UBE2L6g1,38.90817695541119,0.1,False,0.9528987130275376,False,581.3638074525284,613.7726705016134,13144.74,5,False
1005,0.09036800464548167_1.0,UBE2L6g2,27.53185937924053,0.4,False,0.9975968161708378,False,572.9350594412984,608.2914920553243,12898.92,5,False
1006,0.09036800464548167_1.0,UBE2L6g4,27.04936976385551,0.2,False,0.9907766279631453,False,555.6107777426612,574.1254182734348,14233.08,5,False
1007,0.09036800464548167_1.0,control,0.0,0.0,True,0.0,control,510.0467674480321,510.0467674480321,13689.06,5,control
1008,0.24425042564574173_0.010178558119067316,ATF2g1,0.984670633944412,0.6,False,0.9999999999999882,False,7.220447607081126,7.128861026372535,45.0,13,False
1009,0.24425042564574173_0.010178558119067316,ATF2g2,1.0789301600784507,0.8,False,0.9999999999999882,False,8.391960665744637,9.377627617565524,27.076923,13,False (lost)
1010,0.24425042564574173_0.010178558119067316,ATF2g3,1.408909170536936,0.15,False,0.9999929598554359,False,7.65024758716008,7.564222449937921,35.307693,13,False (lost)
1011,0.24425042564574173_0.010178558119067316,ATF2g4,1.3695922984566362,0.15,False,0.9999929598554359,False,7.011609854610521,6.326263856919103,40.692307,13,False
1012,0.24425042564574173_0.010178558119067316,BRD4g1,2.7624553517437525,0.0,True,0.0,True,8.366710189318152,7.643601473047249,32.846153,13,True
1013,0.24425042564574173_0.010178558119067316,BRD4g3,1.1348915342932848,0.3,False,0.9999999969773198,False,7.122716018813717,6.783176949488847,44.153847,13,False
1014,0.24425042564574173_0.010178558119067316,BRD4g4,1.3252328278231706,0.45,False,0.9999999999979283,False,8.826790032233772,10.00098368279907,28.23077,13,False (lost)
1015,0.24425042564574173_0.010178558119067316,CAV1g1,0.7718365141768162,1.0,False,1.0,False,8.124838884978168,9.150477701934216,36.53846,13,False
1016,0.24425042564574173_0.010178558119067316,CAV1g2,1.1341100371765416,0.6,False,0.9999999999999882,False,7.530166439327436,7.598859287633028,42.76923,13,False
1017,0.24425042564574173_0.010178558119067316,CAV1g3,1.4323801051291225,0.05,False,0.9850948746175252,False,7.147642812398563,6.535541965822704,36.846153,13,False
1018,0.24425042564574173_0.010178558119067316,CAV1g4,1.069463289085225,0.7,False,0.9999999999999882,False,7.685719588993136,7.974612335055744,31.0,13,False
1019,0.24425042564574173_0.010178558119067316,CD86g1,1.097724180602925,0.25,False,0.9999999924319827,False,6.750072360026364,6.075056985604499,47.846153,13,False (lost)
1020,0.24425042564574173_0.010178558119067316,CD86g2,0.7936120036348466,0.85,False,0.9999999999999882,False,7.012108886686707,6.903242215893264,40.384617,13,False (lost)
1021,0.24425042564574173_0.010178558119067316,CD86g3,1.5131605261276357,0.35,False,0.9999999998131494,False,8.623601121707697,9.406678163442455,34.692307,13,False
1022,0.24425042564574173_0.010178558119067316,CD86g4,1.1889015434017045,0.15,False,0.9999929598554359,False,6.98319525865094,6.4501254200548725,48.846153,13,False (lost)
1023,0.24425042564574173_0.010178558119067316,CMTM6g1,1.2705018913162158,0.55,False,0.9999999999999701,False,9.180970722968837,10.764076000776155,27.538462,13,False
1024,0.24425042564574173_0.010178558119067316,CMTM6g2,1.2980793762801968,0.5,False,0.9999999999997726,False,8.506423376328703,9.387403822531907,31.23077,13,False (lost)
1025,0.24425042564574173_0.010178558119067316,CMTM6g3,0.9922297842174563,0.85,False,0.9999999999999882,False,8.582926407105088,9.846259476147416,26.0,13,False
1026,0.24425042564574173_0.010178558119067316,CUL3g1,1.2422024503622966,0.15,False,0.9999929598554359,False,7.4694989694441665,7.3694319346807315,42.0,13,False (lost)
1027,0.24425042564574173_0.010178558119067316,CUL3g2,1.4322624162317732,0.1,False,0.9997003093271215,False,7.700976838592509,7.642327707107942,36.0,13,False (lost)
1028,0.24425042564574173_0.010178558119067316,ETV7g1,1.2226637760014212,0.4,False,0.9999999999625796,False,8.054125341968495,8.558223354090266,32.923077,13,False
1029,0.24425042564574173_0.010178558119067316,ETV7g2,0.9927454028092191,0.85,False,0.9999999999999882,False,8.192363764924508,9.064618573194494,29.076923,13,False
1030,0.24425042564574173_0.010178558119067316,ETV7g3,0.9973574833142864,0.7,False,0.9999999999999882,False,7.568447844370089,7.812174651580589,30.461538,13,False
1031,0.24425042564574173_0.010178558119067316,ETV7g4,0.8812815382979275,0.75,False,0.9999999999999882,False,7.28007954128183,7.351513990420425,39.153847,13,False
1032,0.24425042564574173_0.010178558119067316,IFNGR1g1,1.4202917368837786,0.1,False,0.9997003093271215,False,8.059816715592733,8.371978140456385,28.076923,13,False (lost)
1033,0.24425042564574173_0.010178558119067316,IFNGR1g2,0.8025323455102189,1.0,False,1.0,False,7.267742056197339,7.405588213039157,35.076923,13,False (lost)
1034,0.24425042564574173_0.010178558119067316,IFNGR1g3,1.1494071076810402,0.55,False,0.9999999999999701,False,7.786156788653874,8.095542915781405,34.46154,13,False (lost)
1035,0.24425042564574173_0.010178558119067316,IFNGR1g4,1.3619002258878394,0.2,False,0.9999996786123911,False,7.792415592770544,7.895567405807945,37.076923,13,False (lost)
1036,0.24425042564574173_0.010178558119067316,IFNGR2g1,1.69001225655036,0.05,False,0.9850948746175252,False,7.576836159268577,7.136296508141492,39.692307,13,False (lost)
1037,0.24425042564574173_0.010178558119067316,IFNGR2g2,1.4536343822106987,0.45,False,0.9999999999979283,False,8.412785759738627,9.044573583421252,38.0,13,False (lost)
1038,0.24425042564574173_0.010178558119067316,IFNGR2g3,1.2465180734914876,0.25,False,0.9999999924319827,False,7.722235017853764,7.870588408370738,39.307693,13,False (lost)
1039,0.24425042564574173_0.010178558119067316,IFNGR2g4,0.950455593091184,0.7,False,0.9999999999999882,False,7.672348896437268,8.066878645938045,34.23077,13,False (lost)
1040,0.24425042564574173_0.010178558119067316,IRF1g1,1.1039066449377666,0.65,False,0.9999999999999882,False,7.832390447743924,8.233510696704778,38.46154,13,False (lost)
1041,0.24425042564574173_0.010178558119067316,IRF1g2,1.0782213566186334,0.7,False,0.9999999999999882,False,8.391024172055909,9.376463433647878,30.846153,13,False (lost)
1042,0.24425042564574173_0.010178558119067316,IRF1g3,1.3433187555747246,0.3,False,0.9999999969773198,False,7.6384825142619945,7.6062827191039615,36.46154,13,False (lost)
1043,0.24425042564574173_0.010178558119067316,IRF1g4,1.0909378190396923,0.7,False,0.9999999999999882,False,7.887205296675724,8.356109220466456,33.923077,13,False (lost)
1044,0.24425042564574173_0.010178558119067316,IRF7g1,1.5591277052265111,0.15,False,0.9999929598554359,False,8.650054349931354,9.413617440790894,28.461538,13,False (lost)
1045,0.24425042564574173_0.010178558119067316,IRF7g2,1.3714019054402522,0.25,False,0.9999999924319827,False,8.14720073783918,8.595636016392804,32.615383,13,False
1046,0.24425042564574173_0.010178558119067316,IRF7g3,0.8612737337048371,1.0,False,1.0,False,8.161280760295128,9.133924233040112,25.0,13,False
1047,0.24425042564574173_0.010178558119067316,IRF7g4,1.0802101480650315,0.25,False,0.9999999924319827,False,6.658578679908353,5.909583657906368,40.153847,13,False (lost)
1048,0.24425042564574173_0.010178558119067316,JAK2g1,1.2865581073218362,0.25,False,0.9999999924319827,False,7.495117715897364,7.376313770627585,35.384617,13,False (lost)
1049,0.24425042564574173_0.010178558119067316,JAK2g2,1.4436399756289964,0.3,False,0.9999999969773198,False,8.12277742527036,8.474551321066421,36.615383,13,False (lost)
1050,0.24425042564574173_0.010178558119067316,JAK2g3,1.1234738570290022,0.7,False,0.9999999999999882,False,8.440599990844557,9.43036257081481,29.0,13,False (lost)
