perturbation,IFNGR2g3,IFNGR2g4,IFNGR1g4,IFNGR2g1,STAT1g3,STAT1g2,STAT1g1,JAK2g2,JAK2g1,JAK2g4,JAK2g3,IFNGR1g2,IFNGR2g2,IFNGR1g3,IFNGR1g1,CD86g4,STAT5Ag2,POU2F2g3,UBE2L6g1,STAT2g2,TNFRSF14g2,CAV1g3,STAT3g2,UBE2L6g4,STAT3g1,ATF2g1,IRF1g2,CUL3g1,CAV1g4,STAT2g4,UBE2L6g2,CMTM6g3,STAT2g3,CD86g1,PDCD1LG2g1,CMTM6g2,PDCD1LG2g4,MARCH8g1,CAV1g1,POU2F2g1,control,BRD4g4,BRD4g1,IRF7g1,POU2F2g2,STAT5Ag4,IRF7g2,CUL3g2,ETV7g3,ATF2g2,ATF2g3,NFKBIAg2,STAT5Ag1,STAT3g4,PDCD1LG2g2,MARCH8g4,TNFRSF14g1,STAT5Ag3,ETV7g4,BRD4g3,PDCD1LG2g3,ETV7g1,ETV7g2,STAT3g3,IRF7g4,MARCH8g3,CD86g3,ATF2g4,TNFRSF14g3,CAV1g2,CMTM6g1,MARCH8g2,CD86g2,STAT2g1,NFKBIAg1,SMAD4g3,SMAD4g2,SMAD4g1,SMAD4g4,IRF7g3,IRF1g1,NFKBIAg3,IRF1g4,IRF1g3
IRF1g2,-0.2961625818644528,-0.09467532489509525,-0.022323027034697757,-0.24842882260106394,-0.16391296545992043,-0.1843752660716069,-0.276245072067908,-0.20792366958486527,-0.2201910222632456,-0.23124273791098685,-0.22646333497661975,-0.027332651470466814,-0.049910802379393236,-0.11090285859147551,-0.12327783078890428,-0.0895058286684738,-0.059142452042818025,0.08096356997145644,0.07023854867328255,-0.0960006223078511,-0.07882751457176786,0.04276881670863358,0.11767250811784284,0.1219992399179103,0.27008421139564603,0.18804214673213282,1.0,0.01920387957826934,0.10277654848303297,0.14341011874003545,0.04483885009151641,0.1871795451196418,-0.017960724459906856,0.025413288656571824,0.12065846265195221,0.0490292404288958,0.0608586279997348,0.07679947311981712,0.18818320334526348,0.14227417619017965,0.04974196030572674,0.19950534117030874,0.06652516743846142,0.0024146483764358093,0.06834693469912725,0.06533502499587636,0.10701977243038785,0.14199144951274234,0.09704279276623325,0.11145789795383347,0.0216514894015507,-0.019890604645852503,0.1343263521718301,0.15435202245178262,0.008309143273624994,0.12164422208018424,-0.21415004106190563,-0.0058823928567190735,0.0608697177694447,-0.03882357958061127,0.029979364778642575,0.037509908454187134,-0.1361763240726719,0.07526477960393252,-0.13188385044959627,-0.12592387749124181,-0.028090291468514657,0.022908746836664166,-0.1080894654543603,0.021557039329044844,-0.04254661352344677,-0.05138472194414517,-0.14956585858020147,-0.34506715064118065,0.056894521429051576,-0.14006802085761033,-0.15287974922338965,-0.02920893830257445,-0.13026062569335065,-0.031877877380205734,0.32532407713473543,-0.06286539609133913,0.20499229490645526,0.08845558440480955
CUL3g1,-0.25706365497826683,-0.14379767395713872,-0.23562357687827867,-0.1922620925625313,-0.18112610551350683,-0.2166068584403955,-0.2512474995056938,-0.14971745102852163,-0.21305208748595894,-0.15959268494499795,-0.14534014654162075,-0.06158704217047463,-0.15230134902175543,-0.10787773684610122,-0.187211952309515,0.24597799176408586,0.032778218093002645,0.16706613160764724,-0.09222328290702424,0.09033517086819423,0.006432393677437652,0.058262291791648074,0.010506698004799088,0.03564377411351221,0.08495865659681948,0.09123619293056005,0.01920387957826934,1.0,0.07449413240137179,0.1574140438011982,0.029455684292569236,0.11968297549978671,0.0877846720790699,0.07975720023643668,0.11780871126346419,0.0937759201299216,-0.027367274470560678,0.0010997039240654737,0.0942160919556623,0.026171544282725438,0.09399426921404815,0.13066521202910902,0.06889895755092741,0.0026533008142460212,0.07418132030244222,0.1257375689230711,0.07499876411432257,0.22149886260369353,0.23424775545026233,0.032254101639239606,0.04278862974976396,0.07435649986031352,0.13515379545986866,-0.0354838552817487,-0.03139061416934904,-0.13587045353948268,-0.10680722699600392,-0.2467717937677011,-0.017464540963865058,-0.030391223955738688,0.014869494416122233,-0.16370278078439432,0.03361285175194783,-0.018272230091278065,-0.027741372544130914,-0.06839588394842352,0.001931901299032836,-0.05172154774640582,0.00028103687562847915,-0.08551838310155817,-0.03965153516726272,0.027863158187816334,-0.08670887747907018,-0.15069813493281928,-0.06636279224303701,0.01863834780418289,0.01710765808824474,-0.09283248339235825,-0.06335879299019276,-0.01720901179347694,0.24162459500528125,-0.01648223550691289,0.05049541606443939,0.04282344844210506
CAV1g4,-0.37453502720239257,-0.33210267339585914,-0.2959336434660442,-0.2439465456295163,-0.30708425542966256,-0.24471941097708186,-0.2993536746395638,-0.4794967537165031,-0.4147556453872607,-0.2775542670213924,-0.3453278411784313,-0.051906987674123516,-0.31200532868060915,-0.1573402401875344,-0.1335308091652206,-0.0421792027558045,0.19915241382372242,-0.02700608577258682,0.009956743084403299,-0.0936814767578677,0.08732637311443933,0.08498191096571031,-0.08581630351811442,0.17280663647129432,-0.02063623689665663,-0.05299862852810083,0.10277654848303297,0.07449413240137179,1.0,0.11343534317548119,0.2821858315351557,0.18188738542429633,0.07579055654850857,0.03723842626778265,0.06691759812208901,-0.0741812870585574,0.10595298675780146,0.05750557326473271,0.17736562218478485,0.06849349585048448,0.28917829511563603,0.29320175937858795,0.2700407302040727,0.04961071326560442,0.059069282967010674,0.02839935468916199,0.15125181441481644,0.2521688710456354,0.16251411832474233,0.190540289599351,0.12436176849701581,0.20430158917805954,0.09047502215406676,-0.07995018543054967,0.1904854435293884,0.12827409348407134,0.22038079933723484,0.055726434852257485,0.2861618952405701,0.21327642450371945,-0.11284454710600267,-0.10792154200519834,-0.02393572606293771,-0.1338240399682321,-0.17748148181208157,-0.050061177914973,0.06095498893646077,-0.07698176821852494,-0.06969488085827759,-0.07687035285305385,-0.04782337397435847,-0.08734008980091444,-0.0743964530240837,-0.15099140131638802,0.26777696301639786,0.1149192254741136,-0.005320177068179674,0.06927095812244431,0.05273153035056789,0.04525992045321223,0.11176403108101586,-0.010643903047388038,-0.05317232826215183,-0.12142581299525465
STAT2g4,-0.4372376383429996,-0.3376644573791224,-0.2870832032567125,-0.2800716489423188,-0.1492708092565748,-0.08308719177635229,-0.18523715254047354,-0.31263767825989547,-0.3121462544836013,-0.2732755959158486,-0.2265031907350655,-0.043367026810780154,-0.2513505089083207,-0.15567819396118776,-0.08970081340377352,0.10324463761830613,0.10146891401558539,0.07086576000124893,0.14588367740490862,0.23029399893807584,0.13106690551006264,-0.01965973240892961,0.02577899241591355,-0.01555194701152945,0.19501023586158175,0.21389136915229848,0.14341011874003545,0.1574140438011982,0.11343534317548119,1.0,-0.024127311790626476,0.12976351202547823,0.2978545962784396,0.03735901087591874,-0.0679064761865233,0.16100083573198964,0.05046607249218171,0.0931963453277972,0.10575858364941372,0.1362442732006633,0.15833776163168645,0.2261682869080951,0.25469661388673753,0.06651687857532224,0.2764884779084874,0.21737638578903795,0.1472982048105105,0.2574398596469864,0.22327991388671847,0.06114861278838272,0.10961340523893576,-0.06844529609671883,0.07260202004473174,-0.044406745110235846,0.054909732519985585,-0.009403040823821601,-0.12311005206985552,0.007885346459419717,0.13557533687255408,-0.12302916423096688,0.03696284034045434,-0.14914331509104395,0.1143062381512365,-0.2192152931940482,0.08128404666031992,-0.21874660132070703,-0.25032452152087736,-0.1641158884745496,-0.12823501131739126,0.027758278735794385,-0.2194825268416123,-0.11965854158215004,-0.346182189874217,-0.0009309130883710481,0.11076401477033548,0.12023885163735638,-0.07351204743326217,0.006356589981533861,-0.048002739303721766,-0.24438813932944203,0.18387700424462666,-0.0249749275928547,-0.1366176908505343,-0.1479243234606353
UBE2L6g2,-0.21098309440617025,-0.127347956358105,-0.16428185962528424,-0.17627296797764638,-0.2756592061977461,-0.2889537068820826,-0.3360272915927543,-0.2488421723098049,-0.28788196076627987,-0.1974447927419928,-0.2617130465305906,-0.1402749632444626,-0.04677143375768752,-0.005389864775256273,-0.2745662502656072,0.007029997594427805,-0.09795232610943021,0.03189311353002022,0.19578479226472803,0.2201099121618551,0.2294218311166626,0.09553721510182808,-0.04896843313622958,0.020345417491269033,0.10068187664127314,0.060446744312554763,0.04483885009151641,0.029455684292569236,0.2821858315351557,-0.024127311790626476,1.0,-0.0038112296714402807,0.1757884546168557,0.0466063131410386,0.09449397337060386,-0.0012566817528544586,0.15159010329792372,0.15125400369263595,0.2768387664695394,0.19067160188740365,0.10120821052757363,0.12340032507741214,0.09345305186386789,0.11922504373163569,0.09722598993253685,0.1807080812261717,0.20277202790898283,0.09603525627379891,0.11169814244645819,0.0944370003402292,0.17815430064907709,0.17793230431043486,0.07692682436495211,-0.15547757866048262,-0.053694065466919516,-0.05411008549729083,0.11798191551682036,0.2529004185514474,0.1657263727054861,0.14231430066327627,-0.09200197108686178,-0.06652434263818967,0.026497319343886487,0.02112324808245817,-0.026728044818021664,0.07878719823575264,-0.08838486439834473,-0.02468461486728426,-0.028655248866339657,0.05298555472289139,-0.04495956973157308,-0.127286365658771,0.031689683926686016,0.004813430340827902,-0.044791679681384505,-0.11498381810548118,-0.2620228303450418,-0.2013148700360695,-0.14803940444543745,0.010686149361413409,-0.11615141280814849,-0.010268513972677595,-0.01519573256964012,-0.06662638870411912
CMTM6g3,-0.39064718068666765,-0.34906462302131497,-0.4184291718395861,-0.14505530813273088,-0.16554549360236626,-0.23254644243760753,-0.1962018239982546,-0.23031035175199263,-0.24660089700104856,-0.20146956781715736,-0.10239219401097291,0.010912854704798644,-0.20008264227314812,-0.04907241591736206,-0.08001796521712712,0.08927452533944306,0.12072695156151937,0.013621398997091015,0.051425156958227476,0.10798116142000697,-0.007099994465044173,0.055308420383414464,0.226280534741273,0.04728749119379929,0.23824190769316447,0.18212667100629987,0.1871795451196418,0.11968297549978671,0.18188738542429633,0.12976351202547823,-0.0038112296714402807,1.0,0.11493382135550796,-0.03201709727597935,0.11486717394933849,0.22035471417763683,0.1084596826953654,0.22353278756125458,0.30076496576551776,0.16813804202058877,0.38923556235737994,0.4706612663462222,0.25839566021124716,0.30935444384680666,0.2312678701829114,0.08007995454703616,0.013162902664055506,0.05224737077245619,0.09391437623286854,0.022531889066627765,0.027096606337350893,-0.01304314704032624,-0.08865097063923619,-0.15317547874854598,0.017066609340986652,-0.04697884275345865,-0.043215772652539716,-0.24141386637851164,-0.059144013135535765,-0.17463785001715254,0.09444297280759861,-0.0789331382370203,0.04179169359429449,0.1299573015150904,0.03678707582046244,0.07924741570632507,-0.04223907827340378,-0.28348481773529177,-0.15249237508482139,0.04146044025227236,-0.16050646664487092,-0.17235037809626397,-0.3756835606637814,-0.12481796658798942,-0.21167214058024772,-0.027150093871185537,-0.16174713605620583,0.045470995220679614,-0.10107555934126546,-0.17625352882113626,-0.1266703817275827,-0.27995715529031046,-0.13591464371344297,-0.2093374317039683
STAT2g3,-0.21111122608585894,-0.37762934323622116,-0.36325707409276214,-0.27157502089333446,-0.2674086815193339,-0.25490281415671323,-0.3037053416214138,-0.293558400041107,-0.32480897930374614,-0.21347949805738817,-0.2337624707801348,-0.009203709407235609,-0.1280698065544282,-0.11285002013716769,-0.18654505465627408,0.10585347433888734,-0.07376862699373447,-0.005973070838977693,-0.0561543761204579,0.14410786151469754,-0.06921350331390437,0.08176248994542745,0.018294273142195314,0.27767687724125245,0.1057830455049303,0.052375561998310984,-0.017960724459906856,0.0877846720790699,0.07579055654850857,0.2978545962784396,0.1757884546168557,0.11493382135550796,1.0,0.04954564164697436,0.10540553201521809,0.18152257118581722,0.06358730089304913,0.14434480106531464,0.30231898429404047,0.21230856807491055,0.14799895924369738,0.15641702229323654,0.19052295805948027,0.25862501333748456,0.36485877191256455,0.11028368245030017,0.09582416920300776,0.0982666291222487,0.058842780280731664,-0.013821435337914446,-0.0020562327485583063,-0.02594768795751756,0.040727973410385594,-0.014713348453213692,-0.050056901451369595,0.059711120663720765,0.151114263040739,0.09159172835615764,0.3015381079595716,0.10187185109592693,0.16168843382556244,0.07830436959536252,-0.055616606380095746,-0.047347797883235496,0.12927244410757763,0.1852602385509189,0.0021231581430767943,-0.12125645389472105,-0.030913423108159473,0.10273436289088309,-0.022391330065477756,-0.19261402227531518,-0.1152582132983824,0.141279316088889,-0.0708626351062088,-0.1110612970199531,-0.13692436737050012,-0.045142697643253855,-0.10390456038710319,-0.2099106590566044,-0.17793361268134109,-0.031142484698794763,-0.1591503058698515,-0.18489418930852713
CD86g1,-0.17526354839113334,-0.21261068506845612,-0.25440634650941246,-0.2623813782793538,-0.34074688837119127,-0.4005707032099974,-0.2540639929956388,-0.3866619657598977,-0.33279410068644544,-0.25034345452857776,-0.3327060538416174,-0.18680684493832422,0.0028670384868225403,-0.20234649409860467,-0.20411005988277534,0.10581111071288128,0.028851178729070098,-0.09587271550552688,0.21484954106120605,0.11569529000205293,0.11396043458587017,0.07932862887421004,0.22388161248382027,-0.04468285122975429,0.00151372778921831,-0.06561378466984431,0.025413288656571824,0.07975720023643668,0.03723842626778265,0.03735901087591874,0.0466063131410386,-0.03201709727597935,0.04954564164697436,1.0,0.2423768142493208,0.041813991187364445,0.20454441027217765,0.18454742206489397,0.3167939744945075,0.3431729106799772,0.24855217749949765,0.2986308747169053,0.24320100769929665,0.05831593101216828,0.08212281167807658,0.27152522218391983,0.13803881849220972,0.19871782067542404,0.2142259338251586,0.0394857061006146,0.076156341361438,0.10938868702253152,-0.05371732393872941,0.018503646900747222,0.0973548957834768,-0.020181315266504435,0.28475090153353,0.03281566806829665,0.3907467198332895,0.28941321386153673,0.14457863026162665,0.18828055859313259,0.09103351977525427,0.09033625278141783,0.01575218662416114,-0.002387815464027352,-0.06555322762500013,0.17162086563703383,-0.010612370879918254,-0.22309675247994992,-0.11721227254536339,-0.284024282108549,0.02543598044508892,-0.15987588063662334,0.07763295000058038,-0.20111497254202373,-0.28861374184332544,-0.18832074657760695,-0.16159453409690075,-0.12849214487756158,-0.04777195044259166,0.022892025186277105,-0.1133183967279433,-0.2097463932341477
PDCD1LG2g1,-0.18346037747913993,-0.36428818464554763,-0.21291584691691862,-0.18706607392781868,-0.27719321346399367,-0.26021445340317906,-0.3250699719030659,-0.26528939321560047,-0.30715110843128823,-0.20002982965912736,-0.26026327252871734,-0.08089857699314072,-0.17537240106320345,-0.10627483840295984,-0.2521647833853532,0.0037144969088094277,0.1197178960928008,0.15242167204084262,0.04825477464402584,0.033467466575685445,0.11719210687253702,0.15834468744365426,0.06576353954575084,0.11820166170037308,0.06278002048366314,0.15694721779515983,0.12065846265195221,0.11780871126346419,0.06691759812208901,-0.0679064761865233,0.09449397337060386,0.11486717394933849,0.10540553201521809,0.2423768142493208,1.0,0.07076781053120564,0.08714928127159016,0.17197834787309216,0.059604252240462494,0.19926810099953315,0.19922576046519974,0.1597901378606727,0.1059249368004655,0.07966148622507915,0.08736165911290887,0.1706547948359504,0.15930731547534657,0.152189104606983,0.23285708751916576,0.1416980926320051,0.0622180095254902,0.10357090231897244,0.19799125079264152,-0.11462245185412234,0.05277507954191412,0.1164904913616162,0.029535667836754886,0.014658423620968778,0.1707549493439558,0.015147831728472365,0.03175623471763398,0.0821374507497456,-0.06952433473655797,0.046042687832694475,-0.047967088464050955,-0.14791745656140043,0.01030511573462084,-0.07671489612986095,0.009939203863139501,0.09230397734063475,-0.04829236633571514,-0.013182518618335122,-0.17432464607293366,-0.10203593549169407,-0.10383667922652397,-0.035972094942620506,-0.19332910364742023,-0.19179462002635012,-0.2017721344087581,-0.04616954226465424,0.052305866374767584,0.0013237630281413301,-0.09993118391572355,0.0021243340426909552
CMTM6g2,-0.3051916292217702,-0.3504603815086645,-0.235832450171107,-0.300877373583225,-0.24352573563803553,-0.3279528978534388,-0.21867593197821567,-0.2905103694381711,-0.36357194156043066,-0.1907926634499933,-0.20736441831065516,-0.09673249135309674,-0.09285559112093963,-0.108744757821833,-0.2026190383843152,-0.017612846445332623,0.04336895095582595,-0.04495057050254094,0.03628017832539632,0.012608519607939898,0.05039870546949287,0.04336644867366913,0.06785266937785178,0.21583123290562073,0.1940275386878348,0.1105354475336262,0.0490292404288958,0.0937759201299216,-0.0741812870585574,0.16100083573198964,-0.0012566817528544586,0.22035471417763683,0.18152257118581722,0.041813991187364445,0.07076781053120564,1.0,0.11957354130060434,0.2261597909458413,0.20039766831137862,0.16004946820850277,0.26246704685519323,0.32764728602491017,0.2207703012081321,0.08692892930987965,0.12099963430493313,0.11156361278210572,0.0671587939628526,0.16293097526025538,0.22024694559967467,0.08990005374215647,-0.01641155825918065,0.23266686236911704,0.05118926213875229,0.07996122261999666,0.15268559299441026,0.025253869017410953,-0.01225778293878885,-0.17990853996810685,-0.0884959322233015,-0.08180469455724734,0.03277662907934955,0.005163257894774515,0.09398498656235345,-0.005208380717004611,0.06822892407851475,-0.011710989719548318,-0.02433998454988297,-0.09280100257914656,0.14929631910029414,0.07345899809295513,-0.13687858393715435,-0.08656276634362647,-0.2026522558662443,-0.09761499433223726,-0.05919820572708253,0.01565887591951035,-0.19977614960617474,-0.06583049237169714,-0.1289524086225271,-0.04105768356656944,0.17708497636282688,-0.16104281840556753,-0.09018483049359656,-0.2257556891803441
PDCD1LG2g4,-0.37253273995716185,-0.2471454557972972,-0.37329898594691485,-0.30693105514153446,-0.2838081920595192,-0.4211170442061082,-0.3831973867280913,-0.4092964809974491,-0.4447480292222007,-0.16111445573149935,-0.3258143374947225,-0.08669310323497166,-0.145114229794284,-0.10947717166305042,-0.18416224746522894,0.014495677390914768,0.03065022708533611,-0.19682963375273474,0.007020145620966147,0.07539206829413753,0.11903778881583606,0.2547561094720991,0.10680746374639088,0.18350050707397533,-0.028444754685499563,0.04170836051662985,0.0608586279997348,-0.027367274470560678,0.10595298675780146,0.05046607249218171,0.15159010329792372,0.1084596826953654,0.06358730089304913,0.20454441027217765,0.08714928127159016,0.11957354130060434,1.0,0.1825396742053505,0.386984762358143,0.21381705497517406,0.28647248558137556,0.2676330125919454,0.23156098357233795,0.26804153748799336,0.23397937097921742,0.3712089448973937,0.2790669847362565,0.15681817966129474,0.09649477304792388,0.0324262002613537,0.1538302769930391,0.1537969042089181,0.1924397428008526,0.08183512427969296,0.00675740537388042,-0.056288653187323755,0.22841306378336984,0.2814919687893337,0.16530363053031974,0.08825186225141726,0.16038654045651618,-0.022054492173535993,0.01086487131080613,-0.049366285222188555,-0.21956109541481705,-0.012697063188743125,-0.10782778914331294,0.10190173442148906,0.054890371562680146,0.007378340314084301,-0.08761588744639948,-0.03252005105304717,-0.08799262453425902,-0.13701989357445485,-0.004174500552243037,-0.06073578586279395,-0.19966489299059462,-0.1655096111269032,-0.20276634772002647,-0.00934842557691128,-0.03370515059507686,-0.16132926140087536,-0.13835576546721925,-0.08239104061794898
MARCH8g1,-0.3715847687087827,-0.3499263287287922,-0.26792610967401964,-0.24886141990647168,-0.23768184147887364,-0.3502955972608996,-0.3520672602319649,-0.29546163141982584,-0.31130567591705094,-0.10274078814080116,-0.15143722873577234,-0.0681122552726013,-0.23096666101658606,-0.0792143089931055,-0.11299863788822588,-0.10382533208678059,0.00841465184303254,-0.10391386834556672,0.08846589326286847,0.08481007402965118,0.16038208775565058,0.042520961729659267,0.22954914900877713,0.11316761840425799,0.10489891900923748,0.05491332404594512,0.07679947311981712,0.0010997039240654737,0.05750557326473271,0.0931963453277972,0.15125400369263595,0.22353278756125458,0.14434480106531464,0.18454742206489397,0.17197834787309216,0.2261597909458413,0.1825396742053505,1.0,0.4283000769431624,0.2974407026475581,0.3496214800994462,0.37588739455212183,0.262675888034644,0.29364991034414106,0.342539486041419,0.03920278924462513,0.21874933221351625,0.009935726548867187,0.07758660764837806,0.07561735973629453,0.03732720343313982,-0.03737707491823242,0.03992510770078362,-0.06171748103318103,0.18004085229536504,-0.0661735206674307,-0.00682625325648515,-0.09008954916364016,0.05412330444027659,0.06600325000352085,0.15073480282609078,-0.018082408486590096,0.12312151090702363,0.06443622059955235,-0.032244248261937815,-0.025885648615174877,-0.01526819556376754,0.0268954890869004,-0.04034399283728282,-0.10793696375892937,-0.10444140274898137,-0.22565797995523104,-0.11509055651408628,-0.16975694449793502,-0.07675271789230219,-0.18612022581562293,-0.3130583413426183,-0.1850349378464084,-0.1695707084818045,0.05346542702103983,-0.1004543048732419,-0.2510979845222159,-0.20065722641138128,-0.2387295443681001
CAV1g1,-0.4677944665066482,-0.5185775557820225,-0.4107032595935776,-0.3638340878933167,-0.39550919237440796,-0.4692590371484528,-0.37941241935578635,-0.4267757831801409,-0.5106221676027517,-0.16502759467601294,-0.29580682467393854,0.021826211416218048,-0.11494420969070249,-0.12045979669894896,-0.31380973854323047,0.0040174578835425944,0.07799302645257174,-0.028274440880708886,0.1572920426112118,0.169061783451477,0.07624696946924674,0.036258449344946604,0.19449140334610895,0.1908528777944056,0.07696686587917959,0.07476759862403122,0.18818320334526348,0.0942160919556623,0.17736562218478485,0.10575858364941372,0.2768387664695394,0.30076496576551776,0.30231898429404047,0.3167939744945075,0.059604252240462494,0.20039766831137862,0.386984762358143,0.4283000769431624,1.0,0.3075272253809016,0.4228127795660992,0.4253113809735924,0.3373623652619736,0.3456825913410039,0.2816416557302356,0.32747192899921906,0.19064834243871318,0.19673730319866642,0.19312078919813386,0.07261308469614751,0.07728427882121312,0.06130677755151929,-0.0045827873726567905,-0.03184979554873183,0.13481604484742757,-0.026578899518775352,0.07056001532623703,0.0022620469117784173,0.16031170303149392,0.15515666951600118,0.21612477414299627,0.35366155699960533,-0.04879356408317222,0.08491435975127067,-0.0984045459978529,0.04156064608072367,-0.1920801644110493,0.06454649427159646,0.06641533535680817,-0.17475830013570337,-0.2084591859273105,-0.1695254071423767,-0.03613689611663266,-0.2362185592812286,-0.12940217146215705,-0.20771824202256542,-0.37174283932910707,-0.3155183756861658,-0.27423450946953265,-0.146082833490905,-0.25890109366004305,-0.16999699717912858,-0.23268849485376478,-0.2712792736014795
POU2F2g1,-0.4415844703519168,-0.3912671948627968,-0.3085283426669502,-0.26985701784586646,-0.3128349905446512,-0.3383657626350981,-0.3743464867810891,-0.3980840717348565,-0.4516880487581703,-0.29089059763496494,-0.17037645412005664,-0.09355590398087915,-0.22197774141859053,-0.14150367761175217,-0.1957500996245652,0.008458728620655331,0.005267781279023185,0.09814486172918391,0.099208004515306,0.07937859231947438,0.17710479721364447,0.10843853656659234,0.18523061649210357,0.22371793377381693,0.16605026251624203,0.051459064213423354,0.14227417619017965,0.026171544282725438,0.06849349585048448,0.1362442732006633,0.19067160188740365,0.16813804202058877,0.21230856807491055,0.3431729106799772,0.19926810099953315,0.16004946820850277,0.21381705497517406,0.2974407026475581,0.3075272253809016,1.0,0.2521696784017149,0.4514720885848379,0.3058391755715895,0.30360473948320604,0.3336531929677903,0.19566107113917686,0.28044836772410475,0.20810629862730304,0.1774600553178782,0.0785569416973112,0.0695602954469178,0.16011487302880453,-0.05279887872120401,0.06767878352116444,0.026967305846366717,-0.07471406433229003,0.09001183308282316,-0.1769201955200548,0.13583657683316616,0.005017693703663032,0.14381379864494254,0.0840259507477785,-0.029841376473930634,-0.02975735995217714,-0.06523608480121036,-0.032673819802261854,-0.1737535754264679,-0.09699288318487141,0.02414199617558885,-0.0017418173577761474,-0.1417692599981674,-0.12466504202765813,-0.0604822527618515,-0.45353739253792225,0.026029119009548955,-0.17822882948372246,-0.3279802254039127,-0.21549631256966031,-0.3005127959321075,-0.04407822882155818,-0.040617639935486775,-0.17304794625709352,-0.09782683580922955,-0.15547494066750625
control,-0.49851050999768376,-0.49606777983361766,-0.35077473376028256,-0.2932836505844284,-0.3317207588483911,-0.38239811894763753,-0.2940553095972674,-0.3907918973392343,-0.42177218960234814,-0.2861334575481197,-0.19790446116417468,-0.17730763425977228,-0.24871875571196977,-0.1086063741428458,-0.09994035858209319,-0.12060656767513822,0.03075879455947174,-0.03634601880073925,0.026401557266559357,0.05088020385698387,0.061500272285723745,0.12041390220754372,-0.004607893899076475,0.18730444507638833,0.1947744041983461,0.25549312867499424,0.04974196030572674,0.09399426921404815,0.28917829511563603,0.15833776163168645,0.10120821052757363,0.38923556235737994,0.14799895924369738,0.24855217749949765,0.19922576046519974,0.26246704685519323,0.28647248558137556,0.3496214800994462,0.4228127795660992,0.2521696784017149,1.0,0.5181649443676414,0.4200456742653396,0.3290150586645125,0.21662907467648232,0.2036514621259021,0.23896752980721922,0.16573816091749674,0.24749569340113672,0.06698164396306822,0.06762686896553996,0.050841926518105804,0.06098124987516607,-0.017025948300077594,0.09950792372457372,-0.18079442223943476,-0.041553347711577295,-0.007775816890651935,0.0801455250773066,-0.015782205078662886,0.06583403611254139,0.05268856293656875,-0.04140168508046135,-0.028402350173940095,-0.17698021883250917,-0.12369822313939248,-0.09794737866846369,-0.04435260252884895,0.052127796209401,-0.15826286333324782,-0.1820209866477984,-0.29658665473155743,-0.1284888187415787,-0.23395653879619438,-0.0545428011913003,-0.08116163374951074,-0.2621193568264566,-0.09293845375482493,-0.07836326858389424,-0.13904855925482013,-0.05553253623547739,-0.34815041943301084,-0.15200366812495616,-0.2360373572128966
BRD4g4,-0.5546541764384418,-0.594630018490325,-0.43181480146975165,-0.33592171662957077,-0.3829432435927022,-0.4536177645320275,-0.3681220981190731,-0.5169421196166315,-0.5560352038454129,-0.2194002483686945,-0.2744504188726763,-0.12007477052209649,-0.2382954468202308,-0.08008637874130506,-0.11259799954039357,-0.11931421480013775,-0.1531541682233148,-0.1355260592795589,0.020040038383461696,0.04093111996938157,-0.07882680124073646,0.08692981562816354,0.2464724458477716,0.2825909884676956,0.17423987721210887,0.26018838587121357,0.19950534117030874,0.13066521202910902,0.29320175937858795,0.2261682869080951,0.12340032507741214,0.4706612663462222,0.15641702229323654,0.2986308747169053,0.1597901378606727,0.32764728602491017,0.2676330125919454,0.37588739455212183,0.4253113809735924,0.4514720885848379,0.5181649443676414,1.0,0.6686366250313814,0.3693407115749783,0.3019155484814301,0.17695883159518033,0.16393248704130298,0.19092070797613817,0.21900126889406318,-0.008129745169782618,-0.05669782581080133,0.0665062986147701,-0.008423949325137077,0.029974212803336193,0.24755160432352788,0.00680941648469012,-0.00034736317557239424,-0.23084343503360455,0.07773299399862023,0.01957652823967886,0.024312337261300145,0.006064163754887666,0.15543180141306193,0.07633877379043139,-0.18741227914346,-0.08902887564913674,-0.300287383040419,0.04818832908970284,-0.14476060406862526,-0.018150176157500923,-0.2347405418904992,-0.24699750807026497,-0.10706353360362152,-0.20247427280793381,0.09161271387991844,-0.11120447434209578,-0.31799482904235676,-0.11138938596635065,-0.11273768493545824,-0.03546622655581799,-0.06453884807887493,-0.4350529683077973,-0.3178019309432887,-0.26449636154451545
